ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,z,plate,fiberID,mjd
242.1822,4.1506932,19.42454,18.1104,17.55322,17.26451,17.07706,0.04065351,1823,215,53886
227.88302,5.2057315,16.51316,15.19364,14.54507,14.21446,13.95244,0.04039359,1832,117,54259
229.76746,4.5386786,19.05581,17.05358,16.37277,16.04264,15.79956,0.04033945,1834,251,54562
233.06864,4.6561732,19.68234,18.06755,17.31094,16.96881,16.72289,0.04019609,1835,85,54563
233.09656,4.7449769,18.97041,17.43863,16.73826,16.4059,16.21448,0.0407113,1835,98,54563
231.39197,5.2006016,18.75449,17.71358,17.23587,16.99513,16.782,0.04078641,1835,375,54563
232.0347,5.1780488,18.46718,16.5644,15.70352,15.29405,14.96067,0.04094406,1835,451,54563
232.14194,5.2251867,17.82189,16.70578,16.32971,16.11934,15.97385,0.04039853,1835,475,54563
235.04222,4.1356612,18.70059,16.82634,15.92069,15.46354,15.0566,0.04013663,1836,136,54567
235.48464,4.9290209,19.41643,18.10215,17.50144,17.18266,16.99191,0.04007107,1836,504,54567
236.03814,4.7542616,17.74567,16.37403,15.788,15.47509,15.24485,0.04021703,1836,588,54567
239.4731,4.5467076,18.50044,17.38552,17.12532,16.88847,16.69609,0.0405633,1837,310,53494
241.48889,5.033477,18.02348,16.94035,16.56575,16.34701,16.18217,0.04029641,1837,587,53494
119.44817,52.019517,18.95207,17.95658,17.57452,17.31212,17.0997,0.04087664,1869,583,53327
119.83631,52.301053,19.23063,17.78168,17.07743,16.68146,16.34166,0.04054016,1870,137,53383
119.94484,52.767992,18.42795,16.52758,15.68556,15.29045,14.9499,0.04089505,1870,154,53383
119.62351,52.416983,17.45245,16.56019,16.16821,15.93814,15.74441,0.04065693,1870,184,53383
119.72366,52.325225,17.47027,16.01466,15.28782,14.90249,14.58822,0.04070936,1870,212,53383
119.3503,52.675611,18.7555,16.97708,16.2244,15.86043,15.57925,0.04067241,1870,233,53383
119.34467,52.712713,18.94105,17.50717,16.86203,16.51577,16.3119,0.04047224,1870,236,53383
120.22973,53.670694,17.65665,16.65276,16.20523,15.93102,15.72252,0.04056245,1870,537,53383
123.12764,54.209045,19.23681,18.29701,16.93197,21.04474,16.21762,0.04093204,1871,54,53384
123.42468,54.39858,20.18846,18.32093,17.53882,17.14139,16.89735,0.04094335,1871,63,53384
123.37564,54.312342,16.98894,15.27138,14.39711,13.94561,13.59696,0.04059981,1871,67,53384
123.40604,54.528149,19.18886,17.91815,17.4013,17.15426,16.97162,0.04011325,1871,79,53384
121.0025,54.603513,16.98603,15.65655,15.11613,14.81796,14.60277,0.04091547,1871,227,53384
121.3582,54.965961,19.09425,17.7731,17.29568,17.04014,16.98691,0.04080907,1871,479,53384
128.25195,58.750213,17.92717,16.80383,16.40877,16.13984,16.01705,0.04075839,1873,605,54437
126.98888,58.879285,18.13914,17.13027,16.84585,16.58348,16.444,0.04067657,1873,618,54437
127.06722,58.84741,18.73069,17.71614,17.27315,17.00936,16.94474,0.04081509,1873,619,54437
127.89306,59.269013,18.80967,17.41467,16.96292,16.69364,16.5259,0.04019006,1874,138,54452
127.1377,59.647624,17.54276,15.67161,14.85519,14.42864,14.08228,0.04024307,1874,254,54452
127.18261,59.502825,18.61184,17.15815,16.57474,16.23601,16.06854,0.04090195,1874,259,54452
128.53499,60.45016,18.35605,17.25521,16.76363,16.47504,16.26616,0.04036925,1874,497,54452
135.26372,63.538763,18.30201,16.44173,15.5806,15.17678,14.82672,0.04003075,1876,153,54464
134.80543,63.84179,17.49921,16.3253,16.00097,15.78509,15.64106,0.04001938,1876,177,54464
121.89759,17.17731,19.09151,17.86923,17.42838,17.14065,16.97094,0.04095257,1923,8,53319
121.4498,16.946984,18.17942,17.01015,16.56309,16.31804,16.20011,0.04013845,1923,83,53319
145.01337,40.173644,19.08043,17.44115,16.70862,16.33783,16.0798,0.04027845,1215,471,52725
144.89235,40.668361,17.16469,15.96135,15.50982,15.23996,15.08369,0.04038388,1215,543,52725
145.31093,40.316611,18.6061,17.38585,16.80667,16.45638,16.22458,0.04021102,1215,594,52725
235.7095,38.223894,18.67851,17.02737,16.32279,15.97419,15.70609,0.04048814,1294,624,52753
138.72289,8.386126,19.27288,17.82027,17.30034,16.96053,16.81603,0.04043375,1301,178,52976
236.41547,37.812873,18.62647,17.43549,17.02995,16.81202,16.67956,0.04057819,1416,446,52875
236.59054,37.69281,18.17682,17.19813,16.89923,16.68583,16.61458,0.0405929,1416,532,52875
252.16486,25.339214,18.84917,17.78234,17.44267,17.22426,17.1201,0.04040873,1423,27,53167
163.13565,46.513994,19.39836,17.63147,17.01874,16.66189,16.40151,0.04018294,1434,576,53053
171.90647,47.410799,18.26237,16.78687,16.11097,15.68292,15.36716,0.04069132,1442,383,53050
209.22061,49.410462,18.15949,16.49674,15.7282,15.30949,14.97052,0.04024798,1670,143,54553
209.22061,49.410462,18.15949,16.49674,15.7282,15.30949,14.97052,0.04022795,1670,144,53438
228.40359,43.218513,18.44204,17.51284,17.35996,17.18872,17.06415,0.04007808,1677,103,53148
227.12768,42.866695,18.23647,17.04239,16.56497,16.27654,16.06625,0.04030473,1677,204,53148
235.7095,38.223894,18.67851,17.02737,16.32279,15.97419,15.70609,0.04050571,1680,201,53171
237.16702,37.508281,17.3761,16.37425,16.00158,15.74749,15.59732,0.04055259,1681,317,53172
245.04874,32.982348,18.9984,17.55459,16.83745,16.49851,16.23671,0.04068899,1684,450,53239
250.53976,27.528237,17.8218,16.8151,16.52131,16.31554,16.23858,0.04033014,1686,86,53472
119.59331,17.966268,18.94161,17.02898,16.20395,15.82061,15.51415,0.04056354,1923,301,53319
119.6708,18.049286,17.26824,15.82148,15.19657,14.85034,14.58646,0.04091691,1923,314,53319
117.44651,15.653657,18.65293,17.48204,17.14725,16.93627,16.91364,0.04078435,2080,319,53350
117.70043,16.38938,16.97467,15.46176,14.70984,14.33173,14.03487,0.04086727,2080,339,53350
155.48014,20.993902,17.30262,15.4738,14.66519,14.28793,13.97207,0.0409498,2366,242,53741
187.19398,25.731928,16.82571,15.58761,14.91109,14.52622,14.25173,0.04012416,2659,326,54498
250.58645,27.461408,17.984,16.21542,15.38399,14.94387,14.5826,0.04083692,2949,573,54557
150.22831,0.59220611,18.04575,17.02855,16.68685,16.475,16.3867,0.04001235,268,586,51633
150.45315,-1.1409109,18.68957,17.3935,16.97098,16.71644,16.56811,0.04035684,269,254,51910
150.45315,-1.1409109,18.68957,17.3935,16.97098,16.71644,16.56811,0.0403438,269,258,51581
135.19131,-0.49367656,18.4013,17.1316,16.62392,16.27663,15.98274,0.04079922,470,290,51929
135.19467,-0.56570748,18.70935,17.47957,17.0856,16.81987,16.62056,0.04023626,470,291,51929
135.16744,-0.48674551,17.48319,15.85959,15.13832,14.74953,14.40665,0.04043222,470,294,51929
218.88613,63.52995,17.31861,15.50863,14.71122,14.32034,14.00832,0.04068698,499,40,51988
217.67778,63.853941,19.55401,18.11683,17.36603,16.99135,16.70163,0.04094039,499,111,51988
172.91779,3.3158876,17.70853,16.254,15.63128,15.3517,15.09524,0.04032981,512,620,51992
176.1769,3.4259297,18.49338,16.65316,15.9294,15.52206,15.19503,0.04059726,514,415,51994
195.75341,3.3991988,18.59959,16.66299,15.84732,15.47192,15.16229,0.04035129,524,410,52027
211.6584,3.748749,16.7703,15.24683,14.55668,14.18073,13.91469,0.04054368,582,98,52045
219.36384,4.6094662,18.35543,16.58034,15.80738,15.43225,15.14422,0.04042094,586,451,52023
220.35195,4.6353739,19.0853,17.74139,17.09987,16.70365,16.37594,0.04019831,587,323,52026
226.56146,3.1021974,20.30815,18.20192,17.46781,17.10192,16.86815,0.04004109,589,51,52055
228.43063,4.0584377,18.67505,16.76488,15.94058,15.54068,15.22725,0.04049601,590,588,52057
228.94522,3.8055129,18.1423,16.36965,15.5329,15.10508,14.80309,0.04004586,591,414,52022
231.62405,3.5426415,18.49042,17.30166,16.78969,16.63715,16.25243,0.040812,592,498,52025
240.95302,2.9041021,18.86006,17.74937,17.42199,17.20143,17.09878,0.04034435,595,36,52023
239.63905,3.0822475,18.40614,17.1084,16.55523,16.25812,16.02986,0.04056869,595,487,52023
239.8597,2.9423046,17.84664,16.11096,15.3153,14.94083,14.66728,0.04009232,595,517,52023
146.16812,39.385309,16.80053,15.30829,14.61298,14.24867,13.94885,0.0405868,1215,12,52725
145.69912,39.536074,19.37704,17.57096,16.65941,16.16078,15.68003,0.04048383,1215,98,52725
149.09372,41.259581,19.57075,17.85056,17.38378,17.05287,16.84668,0.04092081,1216,629,52709
149.09372,41.259581,19.57075,17.85056,17.38378,17.05287,16.84668,0.04094958,1217,261,52672
181.09893,8.9130269,17.87826,16.10346,15.3284,14.95948,14.67058,0.04094908,1228,3,52728
180.42536,9.7764034,18.69185,17.63608,17.24496,16.89877,16.68229,0.04099695,1228,151,52728
173.61873,46.886495,19.13156,17.20627,16.54785,16.16964,15.9113,0.04002403,1442,119,53050
171.74325,46.145647,18.52433,17.57412,17.26288,17.0571,16.90085,0.0406371,1442,296,53050
168.36198,10.711156,19.12998,17.49108,16.57393,16.1452,15.76456,0.0405767,1604,47,53078
200.26944,9.3982656,19.40391,18.01882,17.32187,16.90348,16.62097,0.04046228,1798,77,53851
199.95729,9.7723136,18.59126,16.80422,16.02193,15.64765,15.355,0.04046564,1798,594,53851
200.2295,10.263225,19.4746,17.97238,17.26857,16.87418,16.56775,0.04078807,1798,622,53851
200.56917,10.195145,18.59311,17.26858,16.81413,16.58825,16.40451,0.0405842,1800,336,53884
200.40054,10.093903,17.32397,15.4605,14.66124,14.27579,13.99864,0.04028275,1800,339,53884
201.44967,10.135078,18.36834,17.44456,17.09689,16.84134,16.689,0.04020947,1800,406,53884
201.70835,10.55966,17.61973,16.81775,16.75606,16.60021,16.56562,0.04013729,1800,520,53884
201.91697,10.566527,19.08828,17.92277,17.35126,17.0461,16.78187,0.04000316,1800,543,53884
228.29867,7.4194658,19.92049,18.17824,17.38628,17.00616,16.75523,0.04073231,1816,623,53919
230.23791,5.880835,18.57758,17.78496,17.59102,17.36845,17.32991,0.04036552,1818,56,54539
230.60023,7.6351526,17.28806,16.12732,15.60597,15.30601,15.07657,0.04023471,1818,581,54539
234.59105,6.2765014,18.90359,17.84796,17.51428,17.33661,17.24914,0.04027268,1820,68,54208
233.68696,6.647743,18.7316,17.69187,17.37626,17.14776,16.97183,0.04044822,1820,168,54208
235.48132,6.611659,18.53276,16.84506,16.10264,15.69164,15.32546,0.04053108,1821,445,53167
238.37006,6.4639475,17.64782,16.58373,16.10719,15.84636,15.74912,0.04053835,1822,388,53172
238.64428,5.9941837,17.57187,16.46179,16.12112,15.92069,15.76187,0.04061652,1822,455,53172
239.8948,6.3161295,17.41321,16.37837,16.08095,15.90921,15.79449,0.04008022,1822,639,53172
242.33078,5.1390986,18.26108,16.98522,16.71486,16.54658,16.53853,0.04000924,1823,434,53886
122.99806,19.215293,18.75167,16.96663,16.29466,15.93564,15.63668,0.04096854,1925,121,53327
136.23581,26.106008,17.18116,16.22757,15.95604,15.74579,15.63012,0.04077172,1935,127,53387
193.04362,37.453474,18.21669,17.16694,16.78622,16.53762,16.38779,0.04091537,1989,134,53772
192.36862,37.230283,17.0608,15.10954,14.26945,13.86571,13.57274,0.04061132,1989,243,53772
192.3256,37.126708,19.07677,17.33924,16.49328,16.07992,15.75971,0.04040397,1989,244,53772
192.41227,37.117166,18.00268,16.70162,16.11749,15.82583,15.62387,0.04078591,1989,249,53772
185.4528,37.397926,17.59993,15.91155,15.14205,14.78711,14.50233,0.04015829,2001,7,53493
185.41476,37.392727,19.00201,17.84304,17.49681,17.30706,17.27785,0.0400106,2003,364,53442
196.34743,37.253625,18.31848,17.15166,16.82671,16.61691,16.48927,0.04038693,2018,57,53800
195.72537,38.106931,18.80804,17.76931,17.45284,17.24092,17.1021,0.04086543,2018,475,53800
192.43765,37.188625,19.34508,17.73456,16.99011,16.62802,16.37827,0.04096819,2022,603,53827
167.94531,36.932291,18.23092,17.12488,16.78136,16.58073,16.40837,0.04078712,2030,168,53499
176.54618,37.115051,17.14138,15.3405,14.50751,14.14099,13.78997,0.04073256,2035,326,53436
179.01225,37.163247,16.7173,15.61366,15.04771,14.70728,14.47318,0.04049765,2035,611,53436
120.59912,17.446778,18.06601,16.96415,16.53317,16.26621,16.10163,0.04065475,2081,394,53357
130.92985,22.070609,19.19148,17.9206,17.24346,16.7715,16.42408,0.04025472,2084,117,53360
130.62785,22.267332,18.56113,16.92596,16.14806,15.71771,15.38877,0.04062967,2084,488,53360
130.62601,22.358334,18.60662,17.55476,17.26765,17.01736,16.8817,0.04070173,2084,500,53360
130.66254,22.27174,16.86291,15.08908,14.37613,14.02542,13.74554,0.04068867,2084,518,53360
138.66404,26.699548,17.08239,15.96382,15.48874,15.21,14.99605,0.04076798,2087,361,53415
162.43513,36.404414,18.35072,16.44528,15.59697,15.19076,14.86299,0.04092613,2090,483,53463
186.73155,27.838423,18.76024,17.53978,17.07613,16.82133,16.62293,0.04017425,2233,542,53845
187.1806,28.201352,18.15186,17.11894,16.81877,16.59665,16.46409,0.04036114,2233,581,53845
187.71517,28.164178,18.8997,17.80983,17.45166,17.21931,17.11467,0.04032423,2235,415,53847
188.50011,28.11164,18.8828,17.32343,16.61796,16.27391,16.01434,0.04029518,2235,539,53847
188.53792,28.13071,17.41751,15.78909,15.03531,14.69147,14.40547,0.04002336,2235,578,53847
188.77588,28.187519,18.65075,17.70127,17.35352,17.09462,16.9627,0.04015123,2236,380,53729
190.4967,27.80498,18.38746,16.876,16.18388,15.79804,15.45744,0.0406867,2236,550,53729
191.89984,27.611197,18.24565,17.13864,16.6856,16.36857,16.1973,0.04016537,2238,520,54205
155.49085,24.655212,16.74154,14.8245,14.00923,13.61158,13.2754,0.04021665,2349,356,53734
180.87619,24.08459,18.61564,17.62716,17.34188,17.10654,16.9886,0.0405203,2656,290,54484
182.10205,62.941802,16.70178,15.39852,14.8305,14.50397,14.27402,0.04031205,779,398,52342
198.79183,61.456516,18.16205,16.39022,15.59292,15.19627,14.88987,0.04096961,783,70,52325
214.40075,58.749647,17.95965,16.95139,16.66788,16.45116,16.3163,0.040289,788,19,52338
217.98621,57.812053,17.75672,15.98402,15.16021,14.76564,14.43006,0.04021835,789,39,52342
218.74276,58.089448,17.81626,16.35517,15.65652,15.27673,14.96911,0.04023924,790,464,52433
218.74276,58.089448,17.81626,16.35517,15.65652,15.27673,14.96911,0.04025722,790,470,52441
218.74276,58.089448,17.81626,16.35517,15.65652,15.27673,14.96911,0.0402589,790,471,52346
222.89492,55.623697,19.16375,17.69841,17.33192,17.1542,17.15895,0.04037195,792,266,52353
227.20495,55.611355,19.7144,18.10884,17.38495,16.91743,16.69195,0.04058164,793,404,52370
241.01541,47.754728,17.31733,16.1008,15.64335,15.35369,15.09709,0.04037153,813,460,52354
191.27424,5.2334943,19.07058,17.97125,17.5973,17.40334,17.27242,0.04024936,847,387,52426
191.97183,4.8283486,17.3598,15.93201,15.59655,15.36901,15.21659,0.04005395,847,477,52426
192.02211,4.8320684,18.52706,17.60627,17.37761,17.21928,17.08623,0.04037877,847,499,52426
167.825,6.9471441,18.64325,16.85049,16.21903,15.85739,15.56947,0.04030019,1004,144,52723
167.12766,9.9218468,18.12054,16.8613,16.54636,16.3573,16.26722,0.04004763,1221,484,52751
176.68984,9.4261702,18.0558,17.17257,16.84206,16.6702,16.54202,0.04081228,1225,65,52760
148.29325,7.8736018,17.07729,16.16192,15.89473,15.61229,15.45209,0.04069712,1235,167,52734
147.519,8.6868228,18.16303,16.45226,15.59409,15.14115,14.78106,0.04078097,1235,341,52734
147.95892,8.3705185,17.07652,15.6363,14.94865,14.58716,14.31881,0.04053792,1235,409,52734
148.18422,8.3798163,18.97241,17.66434,17.14253,16.85081,16.70116,0.04014414,1235,450,52734
155.78318,8.1257231,17.50287,16.66477,16.56196,16.46016,16.39116,0.04035134,1238,114,52761
171.83992,7.814315,16.59437,15.38548,14.89776,14.62826,14.45608,0.04006818,1618,481,53116
180.43216,7.5603361,17.70303,16.02192,15.26424,14.92127,14.6325,0.04033143,1623,423,53089
181.82475,8.5225182,18.44303,17.19074,16.59782,16.22055,15.97071,0.04092036,1623,608,53089
199.52506,6.8044252,17.90492,16.80746,16.38658,16.12131,15.91755,0.04019268,1797,61,54507
199.47355,6.9653348,18.47438,17.20186,16.68378,16.39723,16.17344,0.04040961,1797,69,54507
199.60985,6.2427448,19.8131,18.22209,17.51873,17.15532,16.86201,0.04019867,1797,93,54507
199.20904,7.0927102,17.98918,17.07572,16.80603,16.62063,16.45998,0.04001344,1797,160,54507
200.27272,8.1694258,17.67839,16.57768,16.29131,16.08107,15.95393,0.04060221,1797,613,54507
199.94723,7.5492873,17.76921,15.93376,15.0932,14.6603,14.28922,0.04031258,1797,639,54507
201.15408,6.808869,17.99541,16.92455,16.57647,16.38211,16.3651,0.04049324,1799,175,53556
201.03956,6.9078644,16.7851,15.51027,14.8961,14.53995,14.26499,0.04069039,1799,192,53556
201.17559,7.2897042,18.86229,17.60125,16.99986,16.63497,16.38916,0.04099653,1799,485,53556
119.82841,52.753707,17.81556,15.96807,15.14621,14.75777,14.44423,0.04082874,1870,156,53383
119.9133,52.82277,18.15296,17.34739,16.94703,16.69824,16.53256,0.04083206,1870,157,53383
120.31687,52.542824,18.74425,17.56837,17.15154,16.87594,16.67118,0.0408223,1870,159,53383
119.6718,52.695761,18.89449,17.70452,17.19674,16.86754,16.59828,0.04070024,1870,170,53383
119.46396,52.671622,18.71091,17.57682,17.2019,17.01103,16.91036,0.04008939,1870,193,53383
119.33253,52.54872,19.45865,18.09671,17.57912,17.36921,17.16208,0.04006417,1870,229,53383
118.96455,51.934471,17.75437,15.8904,15.02973,14.62107,14.28514,0.04017157,1870,247,53383
118.85825,52.806921,18.32484,16.83552,16.13153,15.75592,15.49189,0.04062365,1870,276,53383
117.98439,52.774289,17.29462,15.59978,14.7851,14.37548,14.06141,0.0400625,1870,312,53383
120.40741,53.617242,17.63054,16.39869,15.8457,15.52767,15.31212,0.04045448,1870,535,53383
122.54706,54.584477,18.4769,17.10982,16.49944,16.1736,15.94456,0.04092696,1871,155,53384
121.20535,54.899717,18.5027,17.47814,17.2398,17.02499,17.01892,0.04088952,1871,237,53384
120.2186,54.9078,18.42928,17.21664,16.70848,16.4067,16.17919,0.04081449,1871,278,53384
119.60961,54.392548,18.7516,17.86336,17.58944,17.41579,17.5597,0.04095413,1871,305,53384
120.09754,54.963953,17.49962,15.59902,14.73743,14.325,14.00884,0.04092604,1871,356,53384
123.71744,55.610273,19.38892,17.6988,16.93142,16.54833,16.28003,0.04042279,1871,616,53384
124.88369,56.58099,18.50056,16.73667,15.91813,15.53985,15.24094,0.04004133,1872,556,53386
124.70507,56.704798,19.48948,17.78036,16.88528,16.39117,16.0067,0.04090765,1872,558,53386
127.71583,58.123719,17.4989,16.23439,15.58821,15.22109,14.98502,0.04097825,1873,25,54437
126.91015,58.94131,18.99624,17.92169,17.58374,17.34847,17.13502,0.040784,1873,602,54437
126.82431,58.92816,19.22623,17.79014,17.31011,17.04632,16.83639,0.0407088,1873,609,54437
128.88217,59.781104,18.04526,16.80566,16.2778,15.98231,15.76688,0.040032,1874,149,54452
126.22231,60.066795,20.1445,17.92508,17.35058,17.10523,16.83613,0.04054404,1874,271,54452
136.77934,63.308612,18.75045,17.46519,16.94183,16.63845,16.43354,0.04033515,1876,69,54464
134.96448,63.817542,19.62257,17.31693,16.47284,16.02058,15.5876,0.04031292,1876,171,54464
133.38951,62.832601,18.56904,17.27291,16.79439,16.5623,16.37494,0.04014524,1876,297,54464
143.13123,66.880536,18.44749,17.09891,16.49106,16.1369,15.87445,0.04056402,1878,240,54474
240.27926,19.55999,18.49841,17.64114,17.51823,17.34524,17.35269,0.04047918,2172,626,54230
122.57833,9.0324865,17.4976,15.63667,14.80154,14.42328,14.12683,0.04055769,2421,205,54153
145.60638,14.886614,18.70779,17.20099,16.49383,16.10148,15.77998,0.0405351,2581,41,54085
155.0333,16.012829,18.91112,17.94531,17.50586,17.23627,17.03713,0.04035499,2589,124,54174
237.30953,3.6116488,18.27625,17.28696,16.73233,16.31993,16.01402,0.04023712,594,610,52027
237.30953,3.6116488,18.27625,17.28696,16.73233,16.31993,16.01402,0.04022495,594,635,52045
239.89883,3.2813266,19.05571,17.54081,16.8712,16.53319,16.26129,0.04088988,595,503,52023
127.33972,38.193356,17.43478,16.36213,15.84685,15.49943,15.26853,0.04093552,827,370,52312
131.59806,41.202288,17.97927,16.12194,15.3226,14.91497,14.6061,0.04068568,829,412,52296
131.60322,41.223747,18.38622,17.04881,16.49715,16.17909,15.97054,0.04046312,829,415,52296
132.11136,40.756102,17.98313,16.98539,16.61318,16.33416,16.11383,0.04064223,829,554,52296
131.9849,40.831881,16.71928,15.29024,14.60306,14.2346,13.96115,0.04093723,830,293,52293
122.31468,24.765314,18.64898,17.41688,16.95973,16.65739,16.52464,0.04072939,1265,497,52705
123.66952,26.425179,17.99297,16.52509,15.79412,15.40067,15.11665,0.04053744,1266,369,52709
123.55968,26.134416,17.37749,16.28743,15.91804,15.66344,15.50899,0.0403237,1266,370,52709
126.6963,28.404811,17.28089,16.20896,15.80707,15.60655,15.46124,0.04041475,1267,414,52932
144.05522,36.270167,18.17958,16.93815,16.46223,16.20644,15.99649,0.04087153,1275,10,52996
149.08745,38.166501,18.9331,17.63932,17.27237,17.0318,16.84441,0.04062382,1277,47,52765
148.25084,37.529352,17.94543,15.99051,15.12901,14.71366,14.37374,0.04052404,1277,207,52765
148.43079,10.659157,19.61981,17.94832,17.27333,16.97839,16.77306,0.04070644,1306,533,52996
148.53315,10.607134,17.51987,16.27164,15.70458,15.38395,15.13296,0.04041722,1306,573,52996
148.70499,10.730519,17.81991,16.73129,16.43592,16.2,16.08017,0.04029392,1307,347,52999
148.67899,10.685005,19.41869,17.79385,17.08522,16.71293,16.41387,0.04041079,1307,358,52999
222.62249,8.9938073,17.13297,16.06132,15.51693,15.15839,14.92769,0.04013902,1713,85,53827
230.5684,8.0484463,17.59377,15.79961,14.95603,14.54922,14.19328,0.04095893,1721,205,53857
230.52125,8.0499941,19.65612,17.84607,17.08362,16.72329,16.43484,0.04097354,1721,217,53857
235.59349,7.3223754,19.09674,17.50204,16.76956,16.4191,16.18934,0.04092897,1724,92,53859
235.15369,7.4566428,19.24787,17.73032,17.4346,17.39493,17.11889,0.04027358,1724,217,53859
235.02987,7.3089084,18.06063,16.75349,16.32647,16.05165,15.87874,0.04022637,1724,260,53859
222.36088,8.9711062,17.3843,15.48728,14.62971,14.2215,13.89862,0.04024502,1814,397,54555
233.18437,5.7182941,17.98385,16.84078,16.61095,16.26664,15.90354,0.0402393,1819,3,54540
235.44943,5.6035359,19.20316,17.80721,17.17346,16.85161,16.61031,0.04009268,1821,320,53167
242.64527,4.7546791,16.96854,15.08918,14.25108,13.8602,13.57123,0.0400099,1823,157,53886
242.06737,3.9608334,17.51992,15.72555,14.93664,14.57375,14.27731,0.04046392,1823,245,53886
211.99188,5.6716525,19.22837,17.7595,17.03626,16.61537,16.27487,0.04084484,1824,53,53491
212.29597,5.8076085,17.85673,16.05836,15.22966,14.81254,14.50775,0.04001961,1825,264,53504
228.16757,5.4255873,19.49762,17.97994,17.22833,16.82273,16.4638,0.04031826,1832,61,54259
227.93246,5.3455771,19.28731,17.93226,17.57943,17.35884,17.21824,0.04006472,1833,166,54561
227.90561,5.3975834,16.95273,15.26752,14.08602,13.49026,13.17761,0.04013551,1833,173,54561
229.71898,4.4870354,19.36949,17.51462,16.68632,16.33413,16.02805,0.04002415,1834,243,54562
233.25529,4.5697419,18.80354,16.91694,16.09747,15.72483,15.41123,0.04086857,1835,58,54563
232.89758,4.5933823,19.83841,18.23311,17.42371,17.01191,16.5887,0.04062494,1835,130,54563
232.5053,5.0254123,17.84359,16.6382,16.25088,16.05774,15.89309,0.04078017,1835,480,54563
232.03029,5.7913855,17.32214,15.76873,15.0743,14.69892,14.41558,0.04017593,1835,504,54563
233.19437,6.1562307,18.21536,16.93684,16.35118,16.00442,15.7337,0.04087081,1835,636,54563
234.25325,4.7909908,18.3342,16.53785,15.72073,15.31773,14.96068,0.04011182,1836,236,54567
235.18009,5.979772,18.80241,17.65472,17.23358,17.00974,16.81372,0.0400851,1836,451,54567
234.7808,5.2308258,18.92159,17.13446,16.25901,15.78721,15.396,0.04095611,1836,467,54567
236.1118,4.6913098,19.35578,17.95439,17.42052,17.14422,16.90833,0.04027816,1836,593,54567
236.02041,4.6974554,17.78987,16.31105,15.59137,15.23758,14.90857,0.04066229,1836,596,54567
236.28589,4.6122812,17.25779,15.68945,14.96558,14.55718,14.27889,0.04083856,1836,639,54567
218.93258,32.844326,18.37919,17.38198,17.10457,16.93066,16.88334,0.04008317,1841,560,53491
237.01872,26.193293,19.103,17.97925,17.52851,17.29392,17.15208,0.0408452,1849,626,53846
237.00179,24.630604,18.38046,17.26096,16.91315,16.78717,16.66623,0.0404855,1850,245,53786
237.30232,25.053594,17.78503,15.88151,15.00291,14.55759,14.21269,0.04031279,1850,415,53786
112.42291,41.72312,16.50238,15.83368,15.61312,15.30127,15.17106,0.04052001,1865,61,53312
118.39574,17.841372,17.67737,16.14736,15.42364,15.05004,14.76273,0.0408248,1920,78,53314
117.22903,17.38992,18.81663,17.74114,17.40707,17.21513,17.26199,0.04033373,1920,218,53314
119.17007,17.983123,17.87965,16.6895,16.28561,16.02902,15.82457,0.04084421,1920,597,53314
119.25854,18.657984,18.47895,17.1772,16.65898,16.36657,16.15491,0.04023288,1920,610,53314
119.78821,18.3584,17.98419,16.61199,16.03202,15.73629,15.54331,0.04092779,1923,274,53319
208.30856,34.599851,18.67713,17.48368,16.96722,16.68292,16.46715,0.04099032,2028,621,53818
208.32188,35.491424,18.97039,17.76491,17.37907,17.3704,17.11148,0.04013279,2033,137,53476
206.7593,36.671022,19.32873,18.10139,17.5466,17.22013,17.01735,0.04008576,2033,386,53476
208.41803,36.370422,18.16151,17.08792,16.74843,16.54433,16.43914,0.04096086,2033,560,53476
131.21859,21.922494,17.5857,16.54412,16.10119,15.83003,15.65663,0.04051723,2084,74,53360
175.87754,27.212724,18.75517,17.69034,17.29731,17.02728,16.84851,0.04012062,2221,489,53792
189.60551,27.97592,18.63754,17.49358,17.14138,16.93665,16.86847,0.04043244,2236,464,53729
192.48455,27.492532,18.47708,17.34863,16.95465,16.69847,16.63947,0.04082446,2238,544,54205
192.84163,27.443802,17.44917,15.52502,14.62182,14.14989,13.72274,0.04070023,2238,582,54205
192.65634,27.424831,16.95103,15.54711,14.94403,14.59412,14.38681,0.04097386,2240,266,53823
193.94213,27.363827,19.73898,17.97433,17.09945,16.62918,16.23898,0.04035063,2241,225,54169
193.94213,27.363827,19.73898,17.97433,17.09945,16.62918,16.23898,0.04038326,2241,228,54156
193.69885,27.34022,17.37996,15.70005,14.95354,14.5914,14.34586,0.04010198,2241,266,54169
193.69885,27.34022,17.37996,15.70005,14.95354,14.5914,14.34586,0.04010505,2241,276,54156
203.84177,25.449186,17.94804,16.91465,16.49532,16.24552,16.13968,0.04039619,2245,56,54208
236.54416,4.6295637,19.15538,17.43962,16.68662,16.31136,16.00223,0.0402892,2950,197,54559
237.97092,4.9543902,18.7981,17.37793,16.90275,16.64239,16.39065,0.04075325,2950,581,54559
238.92149,3.9814512,18.97447,17.14314,16.30623,15.91935,15.59934,0.04026865,2951,149,54592
238.72924,4.0268097,18.76767,17.4024,16.7156,16.37024,16.13113,0.04025133,2951,170,54592
237.49795,4.4365282,18.06692,16.18669,15.36949,14.98059,14.65697,0.04004784,2951,310,54592
